Aadhar No,Full Name,Date Of Birth,Gender,Address,Fathers Name
9999994467,Steven Roelle,22-Apr-08,M,1548 69TH AVE,
9999994468,Steven Roelle,01-Jun-07,M,POWER INN RD / NAPA AVE,
9999994469,Duane Benoit,16-Oct-05,M,1656 LOS ROBLES BLVD,
9999994470,Ken Brennan,11-Jul-07,M,15TH ST / I ST,
9999994471,Amy Cox,01-Jun-08,F,19TH ST / BROADWAY,
9999994472,Pete Takahito,01-Jun-07,M,6441 SOMIS WAY,
9999994473,Pete Takahito,08-Jul-08,M,MONTECITO WAY / TAMOSHANTER WAY,
9999994474,Pete Takahito,01-Jan-01,M,1416 BREWERTON DR,
9999994475,Kristen Hastings,30-Oct-07,M,920 43RD AVE,
9999994476,Kristen Hastings,20-May-08,F,1111 H ST,
9999994477,Kristen Hastings,01-Jan-08,M,1025 UNIVERSITY AVE,
9999994478,Katrina Willman,01-Jan-07,M,6490 GLORIA DR,
9999994479,Katrina Willman,01-Feb-08,M,1936 BOWLING GREEN DR,
9999994480,Noel Staavos,01-Feb-07,M,FRANKLIN BLVD / WESTHAM WAY,
9999994481,Benjamin Venier,01-Aug-05,F,579 CALVADOS AVE,
9999994482,Katherine Murray,19-Dec-05,M,I ST / 24TH ST,
9999994483,Alan Schoenberger,25-Oct-06,M,400 BANNON ST,
9999994484,Mark Packer,29-Jun-07,M,18TH ST / J ST,
9999994485,Eric Barreto,01-Feb-07,M,9TH ST / CAPITOL MALL,
9999994486,Karl Brown,11-Jun-08,F,8TH ST / J ST,
9999994487,Noel Staavos,01-Mar-08,M,6879 14TH AVE,
9999994488,Benjamin Venier,24-Apr-08,M,200 BICENTENNIAL CIR,
9999994489,Benjamin Venier,22-Apr-08,M,1651 ARDEN WAY,
9999994490,Karl Brown,01-Jun-07,M,40TH ST / BROADWAY,
9999994491,Ben Peterman,16-Oct-05,F,1695 ARDEN WAY,
9999994492,Dave Poirier,11-Jul-07,M,3603 RANCHO VISTA WAY,
9999994493,Aaron Hawkins,01-Jun-08,M,8229 LA ALMENDRA WAY,
9999994494,Rick Duston,01-Jun-07,M,2250 68TH AVE,
9999994495,Alex Grayson,08-Jul-08,M,5877 POWER INN RD,
9999994496,Dianna Wilson,01-Jan-01,F,3741 BIGLER WAY,
9999994497,Erica Hernandez,30-Oct-07,M,16TH ST / CAPITOL AVE,
9999994498,Christy Brittain,20-May-08,M,RIVERSIDE BLVD / FLORIN RD,
9999994499,David Kendrick,01-Jan-08,M,960 FLORIN RD,
9999994500,Noel Staavos,01-Jan-07,M,2835 NORWOOD AVE,
9999994501,Paul Lucas,01-Feb-08,F,3300 12TH AVE,
9999994502,Raymond Fair,01-Feb-07,M,3500 FLORIN RD,
9999994503,Debra Catini,01-Aug-05,M,6715 GLORIA DR,
9999994504,Fred McMath,19-Dec-05,M,1461 MEADOWVIEW RD,
9999994505,Astrea Jones,25-Oct-06,M,POWER INN RD / FRUITRIDGE RD,
9999994506,Fred McMath,29-Jun-07,F,2250 68TH AVE,
9999994507,Tracy Poddar,01-Feb-07,M,1017 RIVERA DR,
9999994508,Troy Staebel,11-Jun-08,M,MACK RD / DEER MEADOW DR,
9999994509,Raymond Fair,01-Mar-08,M,1461 MEADOWVIEW RD,
9999994510,Alejandro Savely,24-Apr-08,M,8519 LA RIVIERA DR,
9999994511,Noel Staavos,22-Apr-08,F,420 I ST,
9999994512,Troy Staebel,01-Jun-07,M,FOLSOM BLVD / 64TH ST,
9999994513,Chris Cortes,16-Oct-05,M,1695 ARDEN WAY,
9999994514,Troy Staebel,11-Jul-07,M,39TH ST / V ST,
9999994515,Craig Yedwab,01-Jun-08,M,2331 BROADWAY,
9999994516,Karl Brown,01-Jun-07,F,2585 ALTOS AVE,
9999994517,Alan Shonely,08-Jul-08,M,2423 H ST,
9999994518,Becky Martin,01-Jan-01,M,1651 ARDEN WAY,
9999994519,Katrina Willman,30-Oct-07,M,24TH ST / FLORIN RD,
9999994520,Tony Molinari,20-May-08,M,3555 AUBURN BLVD,
9999994521,Stefania Perrino,01-Jan-08,F,8TH ST / I ST,
9999994522,Karl Brown,01-Jan-07,M,2937 N MEADOWS PL,
9999994523,Amy Cox,01-Feb-08,M,2350 AMERICAN RIVER DR,
9999994524,Hunter Lopez,01-Feb-07,M,5545 LEMON VIEW WAY,
9999994525,Dianna Arnett,01-Aug-05,M,12TH ST / K ST,
9999994526,Giulietta Dortch,19-Dec-05,F,FRANKLIN BLVD / FRUITRIDGE RD,
9999994527,Dave Poirier,25-Oct-06,M,113 K ST,
9999994528,Michael Kennedy,29-Jun-07,M,VALLEY HI DR / WEOTT CT,
9999994529,Eleni McCrary,01-Feb-07,M,12TH ST / L ST,
9999994530,Eleni McCrary,11-Jun-08,M,35TH ST / Y ST,
9999994531,George Zrebassa,01-Mar-08,F,1525 AKRON WAY,
9999994532,Dave Poirier,24-Apr-08,M,21ST ST / MEADOWVIEW RD,
9999994533,Deanra Eno,22-Apr-08,M,6366 MACK RD,
9999994534,Sara Luxemburg,01-Jun-07,M,7236 GREENHAVEN DR,
9999994535,Pierre Wener,16-Oct-05,M,5030 36TH ST,
9999994536,Tracy Poddar,11-Jul-07,F,1408 RESPONSE RD,
9999994537,Eric Barreto,01-Jun-08,M,FLORIN PERKINS RD / FOLSOM BLVD,
9999994538,Pierre Wener,01-Jun-07,M,206 GIFFORD WAY,
9999994539,Dan Campbell,08-Jul-08,M,24TH ST / MEADOWVIEW RD,
9999994540,Amy Cox,01-Jan-01,M,1727 KENWOOD ST,
9999994541,Katherine Murray,30-Oct-07,F,13TH ST / J ST,
9999994542,Paul Knutson,20-May-08,M,19TH ST / G ST,
9999994543,Jennifer Patt,01-Jan-08,M,3555 AUBURN BLVD,
9999994544,Michael Kennedy,01-Jan-07,M,30TH ST / T ST,
9999994545,Raymond Fair,01-Feb-08,M,600 K ST,
9999994546,Chuck Sachs,01-Feb-07,F,ADDISON WAY / AMANDA WAY,
9999994547,Chris Cortes,01-Aug-05,M,1342 PALOMAR CIR,
9999994548,Denise Leinenbach,19-Dec-05,M,CALZADA WAY / SERIO WAY,
9999994549,Amy Cox,25-Oct-06,M,3301 FONG RANCH RD,
9999994550,Cathy Hwang,29-Jun-07,M,2360 53RD AVE,
9999994551,Evan Henry,01-Feb-07,F,21ST ST / FLORIN RD,
9999994552,Brian Stugart,11-Jun-08,M,3907 SAN CARLOS WAY,
9999994553,Carlos Meador,01-Mar-08,M,5500 MACK RD,
9999994554,Erica Hernandez,24-Apr-08,M,5433 9TH AVE,
9999994555,Bobby Elias,22-Apr-08,M,111 I ST,
9999994556,Kean Thornton,01-Jun-07,F,7830 48TH AVE,
9999994557,Alan Schoenberger,16-Oct-05,M,16TH ST / P ST,
9999994558,Daniel Raglin,11-Jul-07,M,3500 FOLSOM BLVD,
9999994559,Brian Stugart,01-Jun-08,M,2505 RIVERSIDE BLVD,
9999994560,Pierre Wener,01-Jun-07,M,EL CAMINO AVE / EMPRESS ST,
9999994561,Grant Donatelli,08-Jul-08,F,5949 LAKE CREST WAY,
9999994562,Julie Prescott,01-Jan-01,M,FLORIN RD / 29TH ST,
9999994563,Cari MacIntyre,30-Oct-07,M,MACK RD / STOCKTON BLVD,
9999994564,Grant Donatelli,20-May-08,M,NORTHFIELD DR / NORTHVIEW DR,
9999994565,Grant Donatelli,01-Jan-08,M,13TH ST / J ST,
9999994566,Jason Fortune,01-Jan-07,F,73 LA FRESA CT,
9999994567,Jason Fortune,01-Feb-08,M,19 BAJA CT,
9999994568,Jason Fortune,01-Feb-07,M,6TH ST / I ST,
9999994569,Julie Prescott,01-Aug-05,M,ELEANOR AVE / OAKMONT ST,
9999994570,Julie Prescott,19-Dec-05,M,414 K ST,
9999994571,Jason Fortune,25-Oct-06,F,1919 19TH ST,
9999994572,Candace McMahon,29-Jun-07,M,8766 FRUITRIDGE RD,
9999994573,Candace McMahon,01-Feb-07,M,2020 K ST,
9999994574,Dave Brooks,11-Jun-08,M,BAMFORD DR / GRANDSTAFF DR,
9999994575,Jim Karlsson,01-Mar-08,M,6715 GLORIA DR,
9999994576,Jim Karlsson,24-Apr-08,F,GARDEN HWY / ARDEN GARDEN CONNECTOR,
9999994577,Jim Karlsson,22-Apr-08,M,480 EL CAMINO AVE,
9999994578,Jim Karlsson,01-Jun-07,M,DEL PASO BLVD / JUDAH ST,
9999994579,Cari MacIntyre,16-Oct-05,M,7800 ELDER CREEK RD,
9999994580,Philip Fox,01-Jan-08,M,3900 MARTIN LUTHER KING JR BLVD,
9999994581,Candace McMahon,01-Jan-07,F,2146 SOUTH AVE,
9999994582,Grant Carroll,01-Feb-08,M,7823 SUMMERSDALE DR,
9999994583,Grant Carroll,01-Feb-07,M,1750 AUBURN BLVD,
9999994584,Jason Fortune,01-Aug-05,M,P ST / 26TH ST,
9999994585,Jason Fortune,19-Dec-05,M,6824 CALVINE RD,
9999994586,Philip Fox,25-Oct-06,F,18TH ST / K ST,
9999994587,Philip Fox,29-Jun-07,M,5770 BELLEVIEW AVE,
9999994588,Dave Brooks,01-Feb-07,M,3832 38TH ST,
9999994589,Julie Prescott,11-Jun-08,M,RIO LINDA BLVD / MARYSVILLE BLVD,
9999994590,Julie Prescott,01-Mar-08,M,1421 W ST,
9999994591,Julie Prescott,24-Apr-08,F,19TH ST / L ST,
9999994592,Grant Donatelli,22-Apr-08,M,8506 TAMBOR WAY,
9999994593,Grant Carroll,01-Jun-07,M,51 BASCOM CT,
9999994594,Grant Carroll,16-Oct-05,M,7560 RUSH RIVER DR,
9999994595,Grant Carroll,11-Jul-07,M,4211 NORWOOD AVE,
9999994596,Philip Fox,01-Jun-08,F,1270 HELENA AVE,
9999994597,Philip Fox,01-Jun-07,M,1400 RENE AVE,
9999994598,Dave Brooks,08-Jul-08,M,20TH ST / G ST,
9999994599,Dave Brooks,01-Jan-01,M,3RD ST / O ST,
9999994600,Candace McMahon,30-Oct-07,M,R ST / 16TH ST,
9999994601,Frank Hawley,20-May-08,F,2505 RIVERSIDE BLVD,
9999994602,Grant Carroll,01-Jan-08,M,1973 NEWPORT AVE,
9999994603,Grant Carroll,01-Jan-07,M,100 CADILLAC DR,
9999994604,Ionia McGrath,01-Feb-08,M,2299 GROVE AVE,
9999994605,Lori Olson,01-Feb-07,M,2125 NORTH AVE,
9999994606,Quincy Jones,01-Aug-05,F,4203 34TH ST,
9999994607,Patrick Jones,19-Dec-05,M,1821 O ST,
9999994608,Patrick Jones,25-Oct-06,M,5306 DASCO WAY,
9999994609,Patrick Jones,29-Jun-07,M,2117 O ST,
9999994610,Patrick Jones,01-Feb-07,M,2211 F ST,
9999994611,Patrick Jones,11-Jun-08,F,BRUCEVILLE RD / VALLEY HI DR,
9999994612,Ionia McGrath,01-Mar-08,M,1563 32ND ST,
9999994613,Ionia McGrath,24-Apr-08,M,FREEPORT BLVD / OREGON DR,
9999994614,Ionia McGrath,22-Apr-08,M,34TH ST / 2ND AVE,
9999994615,Ionia McGrath,01-Jun-07,M,2ND AVE / 34TH ST,
9999994616,Nathan Mautz,16-Oct-05,F,3120 NORTHGATE BLVD,
9999994617,Patrick Jones,11-Jul-07,M,678 WOODLAKE DR,
9999994618,Patrick Jones,01-Jun-08,M,28TH ST / N ST,
9999994619,Patrick Jones,01-Jun-07,M,5399 FRUITRIDGE RD,
9999994620,Nathan Mautz,08-Jul-08,M,3555 AUBURN BLVD,
9999994621,Karen Seio,01-Jan-01,F,2431 69TH AVE,
9999994622,Karen Seio,30-Oct-07,M,4515 U ST,
9999994623,Quincy Jones,20-May-08,M,1629 G ST,
9999994624,Quincy Jones,01-Jan-08,M,3811 FLORIN RD,
9999994625,Ken Lonsdale,01-Jan-07,M,3550 MARYSVILLE BLVD,
9999994626,Lori Olson,01-Feb-08,F,2201 NORTHVIEW DR,
9999994627,Lori Olson,01-Feb-07,M,98 CREEKS EDGE WAY,
9999994628,Ionia McGrath,01-Aug-05,M,2726 CAPITOL AVE,
9999994629,Patrick Gardner,19-Dec-05,M,1025 ALHAMBRA BLVD,
9999994630,Karen Seio,25-Oct-06,M,LINDBROOK WAY / WESTBORO WAY,
9999994631,Karen Seio,29-Jun-07,F,1417 R ST,
9999994632,Quincy Jones,01-Feb-07,M,3100 MEADOWVIEW RD,
9999994633,Quincy Jones,11-Jun-08,M,433 MARINER POINT WAY,
9999994634,Ionia McGrath,01-Mar-08,M,CAPITOL AVE / 30TH ST,
9999994635,Ionia McGrath,24-Apr-08,M,1 SPORTS PKWY,
9999994636,Patrick Jones,22-Apr-08,F,MARTIN LUTHER KING JR BLVD / FRUITRIDGE,
9999994637,Nona Balk,01-Jun-07,M,6378 LOCHINVAR WAY,
9999994638,Nathan Mautz,16-Oct-05,M,3200 TRUXEL RD,
9999994639,Quincy Jones,11-Jul-07,M,4370 AUSTIN ST,
9999994640,Lori Olson,01-Jun-08,M,7560 TWILIGHT DR,
9999994641,Erin Mull,01-Jun-07,F,1317 F ST,
9999994642,Nathan Mautz,08-Jul-08,M,57TH AVE / WOODBINE AVE,
9999994643,Nona Balk,01-Jan-01,M,STOCKTON BLVD / FRUITRIDGE RD,
9999994644,Nona Balk,30-Oct-07,M,900 15TH ST,
9999994645,John Lee,20-May-08,M,7495 ABIDING PL,
9999994646,Erin Mull,01-Jan-08,F,3430 BRIDGEFORD DR,
9999994647,John Lee,01-Jan-07,M,ARLISS WAY / HOGAN DR,
9999994648,Emily Phan,01-Feb-08,M,SUTTERVILLE RD / BABICH AVE,
9999994649,John Lee,01-Feb-07,M,815 L ST,
9999994650,John Lee,01-Aug-05,M,4932 SHADY LEAF WAY,
9999994651,Patrick Gardner,19-Dec-05,F,1714 GLENROSE AVE,
9999994652,Erin Mull,25-Oct-06,M,2710 D ST,
9999994653,Patrick Jones,29-Jun-07,M,7940 RICHION DR,
9999994654,Patrick Jones,01-Feb-07,M,1689 ARDEN WAY,
9999994655,Patrick Jones,11-Jun-08,M,1419 5TH ST,
9999994656,Nathan Mautz,01-Mar-08,F,2350 AMERICAN RIVER DR,
9999994657,Patrick Jones,24-Apr-08,M,805 8TH AVE,
9999994658,Ionia McGrath,22-Apr-08,M,1571 WATERWHEEL DR,
9999994659,Patrick Jones,01-Jun-07,M,3930 SHINING STAR DR,
9999994660,Nathan Mautz,16-Oct-05,M,3037 GREAT FALLS WAY,
9999994661,Lori Olson,11-Jul-07,F,20TH ST / P ST,
9999994662,Patrick Gardner,01-Jun-08,M,211 30TH ST,
9999994663,Emily Phan,01-Jun-07,M,12 COSTA BRASE CT,
9999994664,Erin Mull,08-Jul-08,M,541 MOREY AVE,
9999994665,Erin Mull,01-Jan-01,M,625 DISPLAY WAY,
9999994666,Erin Mull,30-Oct-07,F,2626 RIO LINDA BLVD,
9999994667,Karen Seio,20-May-08,M,20TH ST / P ST,
9999994668,Ionia McGrath,01-Jan-08,M,RIVERSIDE BLVD / 13TH AVE,
9999994669,Erin Mull,01-Jan-07,M,180 W EL CAMINO AVE,
9999994670,Justin Deggeller,01-Feb-08,M,3647 3RD AVE,
9999994671,Nathan Mautz,01-Feb-07,F,2410 W EL CAMINO AVE,
9999994672,Karen Seio,01-Aug-05,M,2922 WEALD WAY,
9999994673,Emily Phan,19-Dec-05,M,36TH ST / 3RD AVE,
9999994674,Emily Phan,25-Oct-06,M,HWY 99 NB / MACK RD,
9999994675,Ionia McGrath,29-Jun-07,M,WEALD WAY / GATEWAY OAKS DR,
9999994676,Nathan Mautz,01-Feb-07,F,2313 Q ST,
9999994677,Emily Phan,11-Jun-08,M,4956 MACK RD,
9999994678,Nona Balk,01-Mar-08,M,MEADOWVIEW RD / RED WILLOW ST,
9999994679,Nona Balk,24-Apr-08,M,5050 MACK RD,
9999994680,Patrick Jones,22-Apr-08,M,TINKER WAY / EMMONS ST,
9999994681,Nathan Mautz,01-Jun-07,F,DEER CREEK DR / MACK RD,
9999994682,Patrick Jones,16-Oct-05,M,3424 FOLSOM BLVD,
9999994683,Erin Mull,11-Jul-07,M,6950 GREENHAVEN DR,
9999994684,Nathan Mautz,01-Jun-08,M,4100 NORTHGATE BLVD,
9999994685,Nathan Mautz,01-Jun-07,M,2901 FREEPORT BLVD,
9999994686,Nathan Mautz,08-Jul-08,F,RAMONA AVE / POWER INN RD,
9999994687,Nathan Mautz,01-Jan-01,M,163 PINEDALE AVE,
9999994688,Nathan Mautz,30-Oct-07,M,8128 CARIBBEAN WAY,
9999994689,Ionia McGrath,20-May-08,M,BAXTER AVE / JOHNSTON RD,
9999994690,Patrick Jones,01-Jan-08,M,2736 DORINE WAY,
9999994691,Patrick Jones,01-Jan-07,F,3550 MARYSVILLE BLVD,
9999994692,Erin Mull,01-Feb-08,M,8043 PEGLER WAY,
9999994693,Patrick Jones,01-Feb-07,M,PEGLER WAY / VALLEY HI DR,
9999994694,Patrick Gardner,01-Aug-05,M,CARNATION AVE / YREKA AVE,
9999994695,Emily Phan,19-Dec-05,M,7485 24TH ST,
9999994696,Nona Balk,25-Oct-06,F,3613 RIO LOMA WAY,
9999994697,Patrick Jones,29-Jun-07,M,4390 ATTAWA AVE,
9999994698,Karen Seio,01-Feb-07,M,6121 BAMFORD DR,
9999994699,Karen Seio,11-Jun-08,M,7TH ST / L ST,
9999994700,Karen Seio,01-Mar-08,M,1924 EL CAMINO AVE,
9999994701,Patrick Gardner,24-Apr-08,F,38 LANYARD CT,
9999994702,Ionia McGrath,22-Apr-08,M,630 SEQUOIA PACIFIC BLVD,
9999994703,Patrick Jones,01-Jun-07,M,2926 OBERLIN CT,
9999994704,Ionia McGrath,16-Oct-05,M,1300 N C ST,
9999994705,Justin Deggeller,11-Jul-07,M,8401 VALLEY LARK DR,
9999994706,Tony Sayre,01-Jun-08,F,2700 GATEWAY OAKS DR,
9999994707,Karen Seio,01-Jun-07,M,6770 FOLSOM BLVD,
9999994708,Karen Seio,08-Jul-08,M,3113 JUDAH ST,
9999994709,Karen Seio,01-Jan-01,M,1038 ACACIA AVE,
9999994710,Nathan Mautz,30-Oct-07,M,1575 34TH ST,
9999994711,Nathan Mautz,20-May-08,F,EXPO PKWY / LEISURE LN,
9999994712,Nathan Mautz,01-Jan-08,M,6921 27TH ST,
9999994713,Patrick Jones,01-Jan-07,M,3027 K ST,
9999994714,Patrick Jones,01-Feb-08,M,HWY 99 SB / 12TH AVE,
9999994715,Erin Mull,01-Feb-07,M,21ST AVE / 34TH ST,
9999994716,Erin Mull,01-Aug-05,F,3555 AUBURN BLVD,
9999994717,Tony Sayre,19-Dec-05,M,5860 WILKINSON ST,
9999994718,Tony Sayre,25-Oct-06,M,2834 TOY AVE,
9999994719,Tony Sayre,29-Jun-07,M,3916 ELM ST,
9999994720,Tony Sayre,01-Feb-07,M,7769 DIXIE LOU ST,
9999994721,Tony Sayre,11-Jun-08,F,MEADOWVIEW RD / DETROIT BLVD,
9999994722,Patrick Jones,01-Mar-08,M,NORTHGATE BLVD / BRIDGEFORD DR,
9999994723,Patrick Jones,24-Apr-08,M,5385 FRANKLIN BLVD,
9999994724,Patrick Jones,22-Apr-08,M,2801 K ST,
9999994725,Patrick Jones,01-Jun-07,M,152 BELL AVE,
9999994726,Patrick Jones,16-Oct-05,F,2248 1/2 GRAND AVE,
9999994727,Patrick Jones,11-Jul-07,M,FRANKLIN BLVD / 29TH AVE,
9999994728,Patrick Jones,01-Jun-08,M,STOCKTON BLVD / EL PARAISO AVE,
9999994729,Keith Dawkins,01-Jun-07,M,2454 DEL PASO BLVD,
9999994730,Joe Elijah,08-Jul-08,M,FRANKLIN BLVD / COLEMAN WAY,
9999994731,Sheri Gordon,01-Jan-01,F,2627 57TH AVE,
9999994732,Sheri Gordon,30-Oct-07,M,13TH AVE / LAND PARK DR,
9999994733,Stefanie Holloman,20-May-08,M,2308 MATSON DR,
9999994734,Ken Black,01-Jan-08,M,STOCKTON BLVD / LEMON HILL AVE,
9999994735,Joe Elijah,01-Jan-07,M,3568 26TH AVE,
9999994736,Lindsay Williams,01-Feb-08,F,1689 ARDEN WAY,
9999994737,Logan Currie,01-Feb-07,M,1900 MARCONI CIR,
9999994738,Keith Dawkins,01-Aug-05,M,3203 LUSCUTOFF CT,
9999994739,Steve Chapman,19-Dec-05,M,625 DISPLAY WAY,
9999994740,Steve Chapman,25-Oct-06,M,6915 27TH ST,
9999994741,Steve Chapman,29-Jun-07,F,2782 GROVE AVE,
9999994742,Marc Crier,01-Feb-07,M,3731 MADRONE WAY,
9999994743,Ken Black,11-Jun-08,M,37TH ST / 2ND AVE,
9999994744,Dave Brooks,01-Mar-08,M,1628 GRAND AVE,
9999994745,Deborah Brumfield,24-Apr-08,M,5400 LOWELL ST,
9999994746,Keith Dawkins,22-Apr-08,F,5312 57TH ST,
9999994747,Keith Dawkins,01-Jun-07,M,14TH AVE / FRANKLIN BLVD,
9999994748,Keith Dawkins,16-Oct-05,M,6355 LOCHINVAR WAY,
9999994749,Marc Crier,11-Jul-07,M,4450 EL CENTRO RD,
9999994750,Scot Wooten,01-Jun-08,M,FRANKLIN BLVD / 20TH AVE,
9999994751,Keith Dawkins,01-Jun-07,F,FRANKLIN BLVD / 13TH AVE,
9999994752,Deborah Brumfield,08-Jul-08,M,86 ANGEL ISLAND CIR,
9999994753,Steve Chapman,01-Jan-01,M,1905 16TH ST,
9999994754,Nicole Brennan,30-Oct-07,M,SUTTERVILLE RD / FRANKLIN BLVD,
9999994755,Nicole Brennan,20-May-08,M,1026 ARCADE BLVD,
9999994756,John Lee,01-Jan-08,F,4600 BROADWAY,
9999994757,John Lee,01-Jan-07,M,4018 50TH ST,
9999994758,John Lee,01-Feb-08,M,3137 PALMER ST,
9999994759,Logan Currie,01-Feb-07,M,4800 FRANKLIN BLVD,
9999994760,John Lee,01-Aug-05,M,65TH STREET EXPY / FRUITRIDGE RD,
9999994761,Marc Crier,19-Dec-05,F,1820 FRIENZA AVE,
9999994762,Marc Crier,25-Oct-06,M,2414 CAPITOL AVE,
9999994763,John Lee,29-Jun-07,M,SUTTERVILLE RD / FREEPORT BLVD,
9999994764,John Lee,01-Feb-07,M,7700 FOLSOM BLVD,
9999994765,Denise Monton,11-Jun-08,M,1600 VALLEJO WAY,
9999994766,Deborah Brumfield,01-Mar-08,F,CORMORANT WAY / ROYALE RD,
9999994767,Deborah Brumfield,24-Apr-08,M,BERCUT DR / RICHARDS BLVD,
9999994768,Keith Dawkins,22-Apr-08,M,3701 J ST,
9999994769,Keith Dawkins,01-Jun-07,M,1342 PALOMAR CIR,
9999994770,Keith Dawkins,16-Oct-05,M,FRANKLIN BLVD / 21ST AVE,
9999994771,Marc Crier,11-Jul-07,F,3301 FONG RANCH RD,
9999994772,Denise Monton,01-Jun-08,M,5351 47TH AVE,
9999994773,Denise Monton,01-Jun-07,M,1000 FLORIN RD,
9999994774,Denise Monton,08-Jul-08,M,3436 MARYSVILLE BLVD,
9999994775,Keith Dawkins,01-Jan-01,M,2250 68TH AVE,
9999994776,Steve Chapman,30-Oct-07,F,BALSAM ST / RENE AVE,
9999994777,Ken Black,20-May-08,M,4655 FRUITRIDGE RD,
9999994778,Deborah Brumfield,01-Jan-08,M,2250 68TH AVE,
9999994779,Deborah Brumfield,01-Jan-07,M,32ND ST / 21ST AVE,
9999994780,Marc Crier,01-Feb-08,M,3500 FLORIN RD,
9999994781,Denise Monton,01-Feb-07,F,21ST ST / X ST,
9999994782,Scot Wooten,01-Aug-05,M,2232 KENWORTHY WAY,
9999994783,Dave Brooks,19-Dec-05,M,2500 NEW MARKET DR,
9999994784,Marc Crier,25-Oct-06,M,3066 FREEPORT BLVD,
9999994785,Denise Monton,29-Jun-07,M,3500 FLORIN RD,
9999994786,Keith Dawkins,01-Feb-07,F,KENWOOD ST / ARCADE BLVD,
9999994787,Steve Chapman,11-Jun-08,M,7662 BLUEBROOK WAY,
9999994788,Steve Chapman,01-Mar-08,M,1651 ARDEN WAY,
9999994789,Marc Crier,24-Apr-08,M,RIO LINDA BLVD / ACACIA AVE,
9999994790,Marc Crier,22-Apr-08,M,56TH ST / H ST,
9999994791,Steve Chapman,01-Jun-07,F,FRONT ST / NEASHAM CIR,
9999994792,Logan Currie,16-Oct-05,M,BROADWAY / 36TH ST,
9999994793,Logan Currie,11-Jul-07,M,FOLSOM BLVD / BICENTENNIAL CIR,
9999994794,John Lee,01-Jun-08,M,N 16TH ST / 16TH ST,
9999994795,Keith Dawkins,01-Jun-07,M,601 ALAMOS AVE,
9999994796,Keith Dawkins,08-Jul-08,F,5637 MACK RD,
9999994797,John Lee,01-Jan-01,M,BROADWAY / 19TH ST,
9999994798,Marc Crier,30-Oct-07,M,4400 7TH AVE,
9999994799,Joe Elijah,20-May-08,M,6700 21ST AVE,
9999994800,Joe Elijah,01-Jan-08,M,3671 BUSINESS DR,
9999994801,Marc Crier,01-Jan-07,F,8585 MORRISON CREEK DR,
9999994802,Steve Chapman,01-Feb-08,M,5410 BONNIEMAE WAY,
9999994803,Steve Chapman,01-Feb-07,M,13TH ST / E ST,
9999994804,Steve Chapman,01-Aug-05,M,6879 14TH AVE,
9999994805,Steve Chapman,19-Dec-05,M,6879 14TH AVE,
9999994806,Steve Chapman,25-Oct-06,F,2313 LARAMIE LN,
9999994807,Steve Chapman,29-Jun-07,M,2315 34TH ST,
9999994808,Steve Chapman,01-Feb-07,M,6921 MESA GRANDE CT,
9999994809,Ken Black,11-Jun-08,M,8001 BRUCEVILLE RD,
9999994810,John Lee,01-Mar-08,M,8001 BRUCEVILLE RD,
9999994811,Marc Crier,24-Apr-08,F,8001 BRUCEVILLE RD,
9999994812,Joe Elijah,22-Apr-08,M,2775 GREYMERE WAY,
9999994813,Steve Chapman,01-Jun-07,M,120 MAIN AVE,
9999994814,John Lee,16-Oct-05,M,2608 17TH ST,
9999994815,John Lee,11-Jul-07,M,4740 FREEPORT BLVD,
9999994816,John Lee,01-Jun-08,F,1105 L ST,
9999994817,Cynthia Delaney,01-Jun-07,M,1000 ALAMOS AVE,
9999994818,Keith Dawkins,08-Jul-08,M,8TH AVE / MARTIN LUTHER KING JR BLVD,
9999994819,Denise Monton,01-Jan-01,M,5 PASTURE CT,
9999994820,Marc Crier,30-Oct-07,M,STOCKTON BLVD / 3RD AVE,
9999994821,Keith Dawkins,20-May-08,F,1118 7TH ST,
9999994822,Keith Dawkins,01-Jan-08,M,63 DEAN RD,
9999994823,Ed Braxton,01-Jan-07,M,7543 MEADOWAIR WAY,
9999994824,Marc Crier,01-Feb-08,M,7316 MANDY DR,
9999994825,Marc Crier,01-Feb-07,M,2913 MARYSVILLE BLVD,
9999994826,Lindsay Williams,01-Aug-05,F,F ST / 30TH ST,
9999994827,Lindsay Williams,19-Dec-05,M,7TH ST / L ST,
9999994828,John Lee,25-Oct-06,M,RIVERSIDE BLVD / BROADWAY,
9999994829,John Lee,29-Jun-07,M,GARDENDALE RD / SPRINGMAN ST,
9999994830,Ed Braxton,01-Feb-07,M,2696 STONECREEK DR,
9999994831,Joe Elijah,11-Jun-08,F,GRANDSTAFF DR / LINDBROOK WAY,
9999994832,Keith Dawkins,01-Mar-08,M,E ST / 14TH ST,
9999994833,Keith Dawkins,24-Apr-08,M,6205 RIVERSIDE BLVD,
9999994834,Ed Braxton,22-Apr-08,M,6 SEA ANCHOR CT,
9999994835,Cynthia Delaney,01-Jun-07,M,FAIRGROUNDS DR / ARENA CT,
9999994836,Cynthia Delaney,16-Oct-05,F,5500 19TH AVE,
9999994837,Marc Crier,11-Jul-07,M,424 HOWE AVE,
9999994838,Scot Wooten,01-Jun-08,M,1689 ARDEN WAY,
9999994839,Joe Elijah,01-Jun-07,M,7646 NIXOS WY,
9999994840,Joe Elijah,08-Jul-08,M,150 FAIRGROUNDS DR,
9999994841,Ed Braxton,01-Jan-01,F,4981 PRISCILLA LANE,
